article_id,prod_name,product_type_name,product_group_name,colour_group_name,index_group_name,section_name,garment_group_name,detail_desc
0252298002,Didi denim,Trousers,Garment Lower body,Black,Divided,Divided Selected,Dresses Ladies,"Jeans in washed, stretch denim with hard-worn details, a regular waist, front and back pockets and skinny legs."
0252298005,Danae jeans,Trousers,Garment Lower body,Light Grey,Divided,Divided Selected,Dresses Ladies,"Jeans in washed, stretch denim with hard-worn details, a regular waist, front and back pockets and skinny legs."
0252298006,Danae jeans,Trousers,Garment Lower body,Dark Red,Divided,Divided Selected,Dresses Ladies,"Jeans in washed, stretch denim with hard-worn details, a regular waist, front and back pockets and skinny legs."
0252298013,Danae jeans,Trousers,Garment Lower body,Greenish Khaki,Divided,Divided Selected,Dresses Ladies,"Jeans in washed, stretch denim with hard-worn details, a regular waist, front and back pockets and skinny legs."
0252298014,Danae jeans,Trousers,Garment Lower body,White,Divided,Divided Selected,Trousers,"Jeans in washed, stretch denim with hard-worn details, a regular waist, front and back pockets and skinny legs."
0252298015,Danae jeans,Trousers,Garment Lower body,Blue,Divided,Divided Selected,Trousers,"Jeans in washed, stretch denim with hard-worn details, a regular waist, front and back pockets and skinny legs."
0252298016,Danae jeans,Trousers,Garment Lower body,Greenish Khaki,Divided,Divided Selected,Dresses Ladies,"Jeans in washed, stretch denim with hard-worn details, a regular waist, front and back pockets and skinny legs."
0253176016,PICKUP ARTIST cheeky brief,Swimwear bottom,Swimwear,Black,Ladieswear,"Womens Swimwear, beachwear",Swimwear,Fully lined bikini bottoms with a low waist and cut-out sections at the sides.
0253448001,OP Push Melbourne^,Bra,Underwear,Black,Ladieswear,Womens Lingerie,"Under-, Nightwear","Push-up bra in microfibre with underwired, moulded, padded cups for a larger bust and fuller cleavage, adjustable shoulder straps and a hook-and-eye fastening at the back."
0253448002,OP Push Melbourne^,Bra,Underwear,White,Ladieswear,Womens Lingerie,"Under-, Nightwear","Push-up bra in microfibre with underwired, moulded, padded cups for a larger bust and fuller cleavage, adjustable shoulder straps and a hook-and-eye fastening at the back."
0253448003,OP Push Melbourne^,Bra,Underwear,Light Beige,Ladieswear,Womens Lingerie,"Under-, Nightwear","Push-up bra in microfibre with underwired, moulded, padded cups for a larger bust and fuller cleavage, adjustable shoulder straps and a hook-and-eye fastening at the back."
0253448056,OP Push Melbourne^,Bra,Underwear,White,Ladieswear,Womens Lingerie,"Under-, Nightwear","Push-up bra in microfibre with underwired, moulded, padded cups for a larger bust and fuller cleavage, adjustable shoulder straps and a hook-and-eye fastening at the back."
0253448059,OP Push Melbourne^,Bra,Underwear,Yellowish Brown,Ladieswear,Womens Lingerie,"Under-, Nightwear","Push-up bra in microfibre with underwired, moulded, padded cups for a larger bust and fuller cleavage, adjustable shoulder straps and a hook-and-eye fastening at the back."
0253448062,OP Push Melbourne^,Bra,Underwear,Yellowish Brown,Ladieswear,Womens Lingerie,"Under-, Nightwear","Push-up bra in microfibre with underwired, moulded, padded cups for a larger bust and fuller cleavage, adjustable shoulder straps and a hook-and-eye fastening at the back."
0254303049,Bernard half calf socks,Socks,Socks & Tights,Greenish Khaki,Sport,Men H&M Sport,Accessories,Sports socks in fast-drying functional yarn with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0254303050,Bernard half calf socks,Socks,Socks & Tights,Grey,Sport,Men H&M Sport,Accessories,Sports socks in fast-drying functional yarn with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0254303051,Bernard half calf socks,Socks,Socks & Tights,Dark Blue,Sport,Men H&M Sport,Accessories,Sports socks in fast-drying functional yarn with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0254303054,Bernard half calf socks,Socks,Socks & Tights,Black,Sport,Men H&M Sport,Accessories,Sports socks in fast-drying functional yarn with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0254303055,Bernard half calf socks,Socks,Socks & Tights,Dark Red,Sport,Men H&M Sport,Accessories,Sports socks in fast-drying functional yarn with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0254303056,Bernard half calf socks,Socks,Socks & Tights,Black,Sport,Men H&M Sport,Accessories,Sports socks in fast-drying functional yarn with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0254303057,Bernard half calf socks,Socks,Socks & Tights,White,Sport,Men H&M Sport,Accessories,Sports socks in fast-drying functional yarn with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0254303058,Bernard half calf socks,Socks,Socks & Tights,Dark Blue,Sport,Men H&M Sport,Accessories,Sports socks in fast-drying functional yarn with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0254303059,Bernard half calf socks,Socks,Socks & Tights,Light Yellow,Sport,Men H&M Sport,Accessories,Sports socks in fast-drying functional yarn with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
0254457030,Basic SS dress,Dress,Garment Full body,Light Pink,Baby/Children,Baby Essentials & Complements,Jersey Basic,Short-sleeved dress in soft organic cotton jersey.
0254457031,Basic SS dress,Dress,Garment Full body,Dark Blue,Baby/Children,Baby Essentials & Complements,Jersey Basic,Short-sleeved dress in soft organic cotton jersey.
0254457033,Basic SS dress,Dress,Garment Full body,Dark Blue,Baby/Children,Baby Essentials & Complements,Jersey Basic,Short-sleeved dress in soft organic cotton jersey.
0254457034,Basic SS dress,Dress,Garment Full body,Off White,Baby/Children,Baby Essentials & Complements,Jersey Basic,Short-sleeved dress in soft organic cotton jersey.
0254457037,Basic SS dress,Dress,Garment Full body,Light Pink,Baby/Children,Baby Essentials & Complements,Jersey Basic,Short-sleeved dress in soft organic cotton jersey.
0254457038,Basic SS dress,Dress,Garment Full body,Dark Blue,Baby/Children,Baby Essentials & Complements,Jersey Basic,Short-sleeved dress in soft organic cotton jersey.
0254457039,Basic SS dress,Dress,Garment Full body,Light Pink,Baby/Children,Baby Essentials & Complements,Jersey Basic,Short-sleeved dress in soft organic cotton jersey.
0254940026,Elsa high waist,Trousers,Garment Lower body,Black,Ladieswear,Womens Everyday Collection,Trousers,5-pocket trousers in superstretch twill with slim legs and a high waist.
0255396006,Nora Cardigan,Cardigan,Garment Upper body,Grey,Divided,Divided Selected,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
0255396007,Nora Cardigan,Cardigan,Garment Upper body,Black,Divided,Divided Selected,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
0255396010,Nora Cardigan,Cardigan,Garment Upper body,Light Beige,Divided,Divided Selected,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
0255396018,Nora Cardigan,Cardigan,Garment Upper body,Dark Red,Divided,Divided Selected,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
0255396023,Nora Cardigan,Cardigan,Garment Upper body,Greenish Khaki,Divided,Divided Selected,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
0255396024,Nora Cardigan,Cardigan,Garment Upper body,Black,Divided,Divided Selected,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
0255396025,Nora Cardigan,Cardigan,Garment Upper body,Grey,Divided,Divided Selected,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
0255396033,Nora Cardigan,Cardigan,Garment Upper body,Pink,Divided,Divided Selected,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
0255396042,Nora Cardigan,Cardigan,Garment Upper body,Dark Red,Divided,Divided Selected,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
0256096022,Basic SS henley t-shirt,T-shirt,Garment Upper body,Dark Blue,Baby/Children,Baby Essentials & Complements,Jersey Basic,Short-sleeved Henley shirt in organic cotton jersey with press-studs at the top.
0256096023,Basic SS henley t-shirt,T-shirt,Garment Upper body,Yellow,Baby/Children,Baby Essentials & Complements,Jersey Basic,Short-sleeved Henley shirt in organic cotton jersey with press-studs at the top.
0256151014,Superstretch Fancy denim,Trousers,Garment Lower body,Black,Divided,Divided Selected,Dresses Ladies,"Low-rise trousers in washed, superstretch twill with front and back pockets and skinny legs."
0256151015,Superstretch Fancy denim,Trousers,Garment Lower body,Dark Grey,Divided,Divided Selected,Dresses Ladies,"Low-rise trousers in washed, superstretch twill with front and back pockets and skinny legs."
0256511038,WIDEAWAKE triangle,Bikini top,Swimwear,Black,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Lined triangle bikini top with moulded, padded cups for a larger bust and fuller cleavage and ties at the back and back of the neck."
0256511039,WIDEAWAKE triangle,Bikini top,Swimwear,Greyish Beige,Ladieswear,"Womens Swimwear, beachwear",Swimwear,"Lined triangle bikini top with moulded, padded cups for a larger bust and fuller cleavage and ties at the back and back of the neck."
0256513038,WIDEAWAKE tie tanga,Swimwear bottom,Swimwear,Greyish Beige,Ladieswear,"Womens Swimwear, beachwear",Swimwear,Fully lined bikini bottoms with a low waist and ties at the sides.
0257430026,ROMY 2p,Vest top,Garment Upper body,Dark Blue,Baby/Children,Girls Underwear & Basics,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
0257430027,ROMY 2p,Vest top,Garment Upper body,Light Grey,Baby/Children,Girls Underwear & Basics,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
0257430029,ROMY 2p,Vest top,Garment Upper body,White,Baby/Children,Girls Underwear & Basics,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
0257430030,ROMY 2p,Vest top,Garment Upper body,Off White,Baby/Children,Girls Underwear & Basics,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
0257430032,ROMY 2p,Vest top,Garment Upper body,Light Grey,Baby/Children,Girls Underwear & Basics,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
0257430035,ROMY 2p,Vest top,Garment Upper body,Light Pink,Baby/Children,Girls Underwear & Basics,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
0257430036,ROMY 2p,Vest top,Garment Upper body,Off White,Baby/Children,Girls Underwear & Basics,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
0257667055,Lizzie,T-shirt,Garment Upper body,Light Orange,Ladieswear,Womens Everyday Basics,Jersey Basic,Short-sleeved V-neck top in softly draping airy jersey with a slight sheen.
0257667061,Lizzie,T-shirt,Garment Upper body,Dark Blue,Ladieswear,Womens Everyday Basics,Jersey Basic,Short-sleeved V-neck top in softly draping airy jersey with a slight sheen.
0258650001,Berlin boot,Boots,Shoes,Black,Divided,Divided Accessories,Shoes,"Ankle boots in imitation suede with elastic gores in the sides, fabric linings and insoles and rubber soles. Heel 6.5 cm."
0260736025,NATE  basic S/S solid tee BB,T-shirt,Garment Upper body,Light Blue,Baby/Children,Boys Underwear & Basics,Jersey Basic,T-shirt in soft organic cotton jersey.
0260736026,NATE  basic S/S solid tee BB,T-shirt,Garment Upper body,White,Baby/Children,Boys Underwear & Basics,Jersey Basic,T-shirt in soft organic cotton jersey.
0260736028,NATE  basic S/S solid tee BB,T-shirt,Garment Upper body,Dark Green,Baby/Children,Boys Underwear & Basics,Jersey Basic,T-shirt in soft organic cotton jersey.
0260736029,NATE  basic S/S solid tee BB,T-shirt,Garment Upper body,Dark Blue,Baby/Children,Boys Underwear & Basics,Jersey Basic,T-shirt in soft organic cotton jersey.
0260736030,NATE  basic S/S solid tee BB,T-shirt,Garment Upper body,Green,Baby/Children,Boys Underwear & Basics,Jersey Basic,T-shirt in soft organic cotton jersey.
0260736032,NATE  basic S/S solid tee BB,T-shirt,Garment Upper body,Dark Purple,Baby/Children,Boys Underwear & Basics,Jersey Basic,T-shirt in soft organic cotton jersey.
0260736033,NATE  basic S/S solid tee BB,T-shirt,Garment Upper body,Light Pink,Baby/Children,Boys Underwear & Basics,Jersey Basic,T-shirt in soft organic cotton jersey.
0261526007,ELLA 5-p shaftless,Socks,Socks & Tights,White,Baby/Children,Girls Underwear & Basics,Socks and Tights,Fine-knit trainer socks with decorative elastication at the top.
0261526010,ELLA 5-p shaftless,Socks,Socks & Tights,Light Pink,Baby/Children,Girls Underwear & Basics,Socks and Tights,Fine-knit trainer socks with decorative elastication at the top.
0261606001,THALES tanktop,Vest top,Garment Upper body,Black,Sport,Men H&M Sport,Jersey Fancy,"Running vest top in fast-drying, breathable functional fabric with reflective details at the back."
0261606016,THALES tanktop,Vest top,Garment Upper body,Grey,Sport,Men H&M Sport,Jersey Fancy,"Running vest top in fast-drying, breathable functional fabric with reflective details at the back."
0261606022,THALES tanktop,Vest top,Garment Upper body,Turquoise,Sport,Men H&M Sport,Jersey Fancy,"Running vest top in fast-drying, breathable functional fabric with reflective details at the back."
0261840008,ELLA 5-p shaftless,Socks,Socks & Tights,Black,Baby/Children,Girls Underwear & Basics,Socks and Tights,Fine-knit trainer socks with decorative elasticated lace at the top.
0261840009,ELLA 5-p shaftless,Socks,Socks & Tights,White,Baby/Children,Girls Underwear & Basics,Socks and Tights,Fine-knit trainer socks with decorative elasticated lace at the top.
0262277009,Kim superskinny low waist,Trousers,Garment Lower body,Dark Blue,Ladieswear,Mama,Trousers,"Trousers in washed, superstretch twill with fake front pockets, real back pockets and skinny legs. Low ribbed section at the waist."
0262277011,Kim superskinny low waist,Trousers,Garment Lower body,Black,Ladieswear,Mama,Trousers,"Trousers in washed, superstretch twill with fake front pockets, real back pockets and skinny legs. Low ribbed section at the waist."
0262277026,Kim superskinny low waist,Trousers,Garment Lower body,Greenish Khaki,Ladieswear,Mama,Trousers,"Trousers in washed, superstretch twill with fake front pockets, real back pockets and skinny legs. Low ribbed section at the waist."
0262277029,Kim superskinny low waist,Trousers,Garment Lower body,Dark Blue,Ladieswear,Mama,Trousers,"Trousers in washed, superstretch twill with fake front pockets, real back pockets and skinny legs. Low ribbed section at the waist."
0264713001,Al Car Shoe,Other shoe,Shoes,Dark Blue,Menswear,Men Shoes,Shoes,"Loafers in imitation suede with moccasin seams, decorative laces, fabric linings and insoles and rubber soles."
0264713028,Al Car Shoe,Other shoe,Shoes,Yellowish Brown,Menswear,Men Shoes,Shoes,"Loafers in imitation suede with moccasin seams, decorative laces, fabric linings and insoles and rubber soles."
0264984001,Billie,Top,Garment Upper body,Black,Ladieswear,Womens Everyday Basics,Jersey Basic,Fitted top in jersey with a wide neckline and short sleeves.
0265069012,PELLE Basic S/S jersey polo SB,T-shirt,Garment Upper body,White,Baby/Children,Boys Underwear & Basics,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265069014,PELLE Basic S/S jersey polo SB,T-shirt,Garment Upper body,Dark Blue,Baby/Children,Boys Underwear & Basics,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265069020,PELLE Basic S/S jersey polo SB,T-shirt,Garment Upper body,Green,Baby/Children,Boys Underwear & Basics,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265069021,PELLE Basic S/S jersey polo SB,T-shirt,Garment Upper body,Orange,Baby/Children,Boys Underwear & Basics,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265069024,PELLE Basic S/S jersey polo SB,T-shirt,Garment Upper body,Light Blue,Baby/Children,Boys Underwear & Basics,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265069025,PELLE Basic S/S jersey polo SB,T-shirt,Garment Upper body,Light Yellow,Baby/Children,Boys Underwear & Basics,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265069026,PELLE Basic S/S jersey polo SB,T-shirt,Garment Upper body,Light Turquoise,Baby/Children,Boys Underwear & Basics,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265071012,KRISTOFF Basic jersey polo BB,T-shirt,Garment Upper body,White,Baby/Children,Boys Underwear & Basics,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265071013,KRISTOFF Basic jersey polo BB,T-shirt,Garment Upper body,Dark Blue,Baby/Children,Boys Underwear & Basics,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265071020,KRISTOFF Basic jersey polo BB,T-shirt,Garment Upper body,Light Blue,Baby/Children,Boys Underwear & Basics,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265071021,KRISTOFF Basic jersey polo BB,T-shirt,Garment Upper body,Orange,Baby/Children,Boys Underwear & Basics,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265071022,KRISTOFF Basic jersey polo BB,T-shirt,Garment Upper body,Light Yellow,Baby/Children,Boys Underwear & Basics,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265071025,KRISTOFF Basic jersey polo BB,T-shirt,Garment Upper body,Green,Baby/Children,Boys Underwear & Basics,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265071027,KRISTOFF Basic jersey polo BB,T-shirt,Garment Upper body,Light Blue,Baby/Children,Boys Underwear & Basics,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265071028,KRISTOFF Basic jersey polo BB,T-shirt,Garment Upper body,Light Green,Baby/Children,Boys Underwear & Basics,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265071030,KRISTOFF Basic jersey polo BB,T-shirt,Garment Upper body,Red,Baby/Children,Boys Underwear & Basics,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265071034,KRISTOFF Basic jersey polo BB,T-shirt,Garment Upper body,Light Turquoise,Baby/Children,Boys Underwear & Basics,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
0265630004,Invisible 3p minishaftless,Socks,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Shaftless socks in thin cotton jersey with a silicone trim around the heel.
0265630006,Invisible 3p minishaftless,Socks,Socks & Tights,Light Beige,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Shaftless socks in thin cotton jersey with a silicone trim around the heel.
0266168001,Shaper Shorts (1),Underwear Tights,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Shorts in soft functional fabric that effectively regulates body heat to help you maintain a comfortable temperature. The shorts have a sculpting effect on the tummy, hips and thighs. 80 denier."
0266168003,Shaper Shorts (1),Underwear Tights,Socks & Tights,Beige,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Shorts in soft functional fabric that effectively regulates body heat to help you maintain a comfortable temperature. The shorts have a sculpting effect on the tummy, hips and thighs. 80 denier."
0266873001,Micro 2p minishaftless,Socks,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Shaftless socks in thin cotton jersey with elastication at the top to hold them in place.
0266873006,Micro 2p minishaftless,Socks,Socks & Tights,Light Beige,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Shaftless socks in thin cotton jersey with elastication at the top to hold them in place.
0266873009,Micro 2p minishaftless,Socks,Socks & Tights,Light Beige,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,Shaftless socks in thin cotton jersey with elastication at the top to hold them in place.
0266875001,Sportsneaker 3p socks,Socks,Socks & Tights,Black,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
0266875006,Sportsneaker 3p socks,Socks,Socks & Tights,White,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
0266875012,Sportsneaker 3p socks,Socks,Socks & Tights,Dark Blue,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
0266875014,Sportsneaker 3p socks,Socks,Socks & Tights,Dark Blue,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
0266875015,Sportsneaker 3p socks,Socks,Socks & Tights,Purple,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
0266875019,Sportsneaker 3p socks,Socks,Socks & Tights,Purple,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
0266875022,Sportsneaker 3p socks,Socks,Socks & Tights,Dark Blue,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
0266875024,Sportsneaker 3p socks,Socks,Socks & Tights,Pink,Ladieswear,"Womens Nightwear, Socks & Tigh",Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
0268305001,Kattis cat sunglasses,Sunglasses,Accessories,Black,Ladieswear,Womens Small accessories,Accessories,Sunglasses with plastic frames and tinted lenses. UV-protective.
0268305006,Flirty Kattis Cat (1),Sunglasses,Accessories,Yellowish Brown,Ladieswear,Womens Small accessories,Accessories,Sunglasses with plastic frames and tinted lenses. UV-protective.
0268305007,Kattis cat sunglasses,Sunglasses,Accessories,Beige,Ladieswear,Womens Small accessories,Accessories,Sunglasses with plastic frames and tinted lenses. UV-protective.
0268305008,Kattis cat sunglasses,Sunglasses,Accessories,Greenish Khaki,Ladieswear,Womens Small accessories,Accessories,Sunglasses with plastic frames and tinted lenses. UV-protective.
0268450034,LIAM 2-pack tanktop SB,Vest top,Garment Upper body,Orange,Baby/Children,Boys Underwear & Basics,Jersey Basic,Tops in soft organic cotton jersey.
0268450035,LIAM 2-pack tanktop SB,Vest top,Garment Upper body,Dark Blue,Baby/Children,Boys Underwear & Basics,Jersey Basic,Tops in soft organic cotton jersey.
0268450036,LIAM 2-pack tanktop SB,Vest top,Garment Upper body,Blue,Baby/Children,Boys Underwear & Basics,Jersey Basic,Tops in soft organic cotton jersey.
0269342021,Tina NT s/s,Top,Garment Upper body,Black,Ladieswear,Mama,Jersey Fancy,Short-sleeved top in soft jersey with a unique nursing feature. The design includes a double layer to help retain warmth while allowing easier nursing access.
0269342023,Tina NT s/s,Top,Garment Upper body,Black,Ladieswear,Mama,Jersey Fancy,Short-sleeved top in soft jersey with a unique nursing feature. The design includes a double layer to help retain warmth while allowing easier nursing access.
0269342025,Tina NT s/s,Top,Garment Upper body,Grey,Ladieswear,Mama,Jersey Fancy,Short-sleeved top in soft jersey with a unique nursing feature. The design includes a double layer to help retain warmth while allowing easier nursing access.
0269342026,Tina NT s/s,Top,Garment Upper body,Grey,Ladieswear,Mama,Jersey Fancy,Short-sleeved top in soft jersey with a unique nursing feature. The design includes a double layer to help retain warmth while allowing easier nursing access.
0269342027,Tina NT s/s,Top,Garment Upper body,White,Ladieswear,Mama,Jersey Fancy,Short-sleeved top in soft jersey with a unique nursing feature. The design includes a double layer to help retain warmth while allowing easier nursing access.
0270375001,Sandra squared,Sunglasses,Accessories,Black,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
0270375004,Sandra squared,Sunglasses,Accessories,Beige,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
0270375005,Sandra squared,Sunglasses,Accessories,Yellowish Brown,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
0270375006,Sandra squared,Sunglasses,Accessories,Light Beige,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses."
0270381001,Clubba sunglasses,Sunglasses,Accessories,Yellowish Brown,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic and metal frames and tinted, UV-protective lenses."
0270381003,Clubba sunglasses,Sunglasses,Accessories,Black,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic and metal frames and tinted, UV-protective lenses."
0270381004,Classic Clubba,Sunglasses,Accessories,Gold,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic and metal frames and tinted, UV-protective lenses."
0270381007,Clubba sunglasses,Sunglasses,Accessories,Pink,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic and metal frames and tinted, UV-protective lenses."
0270381011,Classic Clubba,Sunglasses,Accessories,Orange,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic and metal frames and tinted, UV-protective lenses."
0270381013,Clubba sunglasses,Sunglasses,Accessories,Light Orange,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic and metal frames and tinted, UV-protective lenses."
0270382001,Burnie sunglasses,Sunglasses,Accessories,Yellowish Brown,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames, metal detailing and tinted, UV-protective lenses."
0270382004,Burnie sunglasses,Sunglasses,Accessories,Light Orange,Ladieswear,Womens Small accessories,Accessories,"Sunglasses with plastic frames, metal detailing and tinted, UV-protective lenses."
0272591001,Lena Rib Dress (1),Dress,Garment Full body,Black,Divided,Divided Basics,Jersey Basic,"Fitted, sleeveless dress in ribbed jersey."
0272591016,Lena Rib Dress (1),Dress,Garment Full body,Grey,Divided,Divided Basics,Jersey Basic,"Fitted, sleeveless dress in ribbed jersey."
0272591023,Lena Rib Dress (1),Dress,Garment Full body,Dark Green,Divided,Divided Basics,Jersey Basic,"Fitted, sleeveless dress in ribbed jersey."
0272591026,Lena Rib Dress (1),Dress,Garment Full body,White,Divided,Divided Basics,Jersey Basic,"Fitted, sleeveless dress in ribbed jersey."
0272591028,Lena Rib Dress (1),Dress,Garment Full body,Greenish Khaki,Divided,Divided Basics,Jersey Basic,"Fitted, sleeveless dress in ribbed jersey."
0272591029,Lena Rib Dress (1),Dress,Garment Full body,Orange,Divided,Divided Basics,Jersey Basic,"Fitted, sleeveless dress in ribbed jersey."
0275362021,Jersey harem shorts,Shorts,Garment Lower body,Beige,Menswear,Contemporary Street,Jersey Fancy,"Knee-length shorts in sweatshirt fabric with a low crotch, elasticated drawstring waist, side pockets, back pockets and ribbed hems."
0275362022,Jersey harem shorts,Shorts,Garment Lower body,Dark Grey,Menswear,Contemporary Street,Jersey Fancy,"Knee-length shorts in sweatshirt fabric with a low crotch, elasticated drawstring waist, side pockets, back pockets and ribbed hems."
0276242019,Dress LS Basic,Dress,Garment Full body,Red,Baby/Children,Baby Essentials & Complements,Jersey Basic,"Long-sleeved dress in soft, patterned organic cotton jersey."
0276242021,Dress LS Basic,Dress,Garment Full body,Red,Baby/Children,Baby Essentials & Complements,Jersey Basic,"Long-sleeved dress in soft, patterned organic cotton jersey."
0276242022,Dress LS Basic,Dress,Garment Full body,Yellow,Baby/Children,Baby Essentials & Complements,Jersey Basic,"Long-sleeved dress in soft, patterned organic cotton jersey."
0276242023,Dress LS Basic,Dress,Garment Full body,Dark Blue,Baby/Children,Baby Essentials & Complements,Jersey Basic,"Long-sleeved dress in soft, patterned organic cotton jersey."
