article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
255396007,255396,Nora Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
255396010,255396,Nora Cardigan,245,Cardigan,Garment Upper body,1010018,Treatment,12,Light Beige,1,Dusty Light,11,Beige,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
255396018,255396,Nora Cardigan,245,Cardigan,Garment Upper body,1010018,Treatment,43,Dark Red,4,Dark,18,Red,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
255396023,255396,Nora Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
255396024,255396,Nora Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
255396025,255396,Nora Cardigan,245,Cardigan,Garment Upper body,1010018,Treatment,7,Grey,2,Medium Dusty,12,Grey,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
255396033,255396,Nora Cardigan,245,Cardigan,Garment Upper body,1010018,Treatment,52,Pink,2,Medium Dusty,4,Pink,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
255396042,255396,Nora Cardigan,245,Cardigan,Garment Upper body,1010018,Treatment,43,Dark Red,4,Dark,18,Red,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Cardigan in sweatshirt fabric with a lined hood, diagonal zip at the front and side pockets. Ribbed cuffs and a raw-edge hem."
256096022,256096,Basic SS henley t-shirt,255,T-shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Short-sleeved Henley shirt in organic cotton jersey with press-studs at the top.
256096023,256096,Basic SS henley t-shirt,255,T-shirt,Garment Upper body,1010017,Stripe,22,Yellow,7,Medium,8,Yellow,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Short-sleeved Henley shirt in organic cotton jersey with press-studs at the top.
256151014,256151,Superstretch Fancy denim,272,Trousers,Garment Lower body,1010018,Treatment,9,Black,4,Dark,5,Black,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Low-rise trousers in washed, superstretch twill with front and back pockets and skinny legs."
256151015,256151,Superstretch Fancy denim,272,Trousers,Garment Lower body,1010018,Treatment,8,Dark Grey,4,Dark,12,Grey,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Low-rise trousers in washed, superstretch twill with front and back pockets and skinny legs."
256511038,256511,WIDEAWAKE triangle,298,Bikini top,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined triangle bikini top with moulded, padded cups for a larger bust and fuller cleavage and ties at the back and back of the neck."
256511039,256511,WIDEAWAKE triangle,298,Bikini top,Swimwear,1010020,Contrast,15,Greyish Beige,4,Dark,1,Mole,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined triangle bikini top with moulded, padded cups for a larger bust and fuller cleavage and ties at the back and back of the neck."
256513038,256513,WIDEAWAKE tie tanga,59,Swimwear bottom,Swimwear,1010026,Other structure,15,Greyish Beige,4,Dark,1,Mole,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a low waist and ties at the sides.
257430026,257430,ROMY 2p,253,Vest top,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
257430027,257430,ROMY 2p,253,Vest top,Garment Upper body,1010001,All over pattern,6,Light Grey,1,Dusty Light,12,Grey,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
257430029,257430,ROMY 2p,253,Vest top,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
257430030,257430,ROMY 2p,253,Vest top,Garment Upper body,1010012,Mixed solid/pattern,11,Off White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
257430032,257430,ROMY 2p,253,Vest top,Garment Upper body,1010001,All over pattern,6,Light Grey,1,Dusty Light,12,Grey,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
257430035,257430,ROMY 2p,253,Vest top,Garment Upper body,1010012,Mixed solid/pattern,51,Light Pink,1,Dusty Light,4,Pink,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
257430036,257430,ROMY 2p,253,Vest top,Garment Upper body,1010012,Mixed solid/pattern,11,Off White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Vest tops in soft cotton jersey with narrow shoulder straps and picot trims.
257667055,257667,Lizzie,255,T-shirt,Garment Upper body,1010010,Melange,31,Light Orange,1,Dusty Light,3,Orange,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Short-sleeved V-neck top in softly draping airy jersey with a slight sheen.
257667061,257667,Lizzie,255,T-shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Short-sleeved V-neck top in softly draping airy jersey with a slight sheen.
258650001,258650,Berlin boot,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Ankle boots in imitation suede with elastic gores in the sides, fabric linings and insoles and rubber soles. Heel 6.5 cm."
260736025,260736,NATE  basic S/S solid tee BB,255,T-shirt,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,T-shirt in soft organic cotton jersey.
260736026,260736,NATE  basic S/S solid tee BB,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,T-shirt in soft organic cotton jersey.
260736028,260736,NATE  basic S/S solid tee BB,255,T-shirt,Garment Upper body,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,T-shirt in soft organic cotton jersey.
260736029,260736,NATE  basic S/S solid tee BB,255,T-shirt,Garment Upper body,1010016,Solid,73,Dark Blue,7,Medium,2,Blue,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,T-shirt in soft organic cotton jersey.
260736030,260736,NATE  basic S/S solid tee BB,255,T-shirt,Garment Upper body,1010016,Solid,92,Green,5,Bright,19,Green,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,T-shirt in soft organic cotton jersey.
260736032,260736,NATE  basic S/S solid tee BB,255,T-shirt,Garment Upper body,1010016,Solid,63,Dark Purple,5,Bright,6,Lilac Purple,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,T-shirt in soft organic cotton jersey.
260736033,260736,NATE  basic S/S solid tee BB,255,T-shirt,Garment Upper body,1010016,Solid,51,Light Pink,3,Light,4,Pink,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,T-shirt in soft organic cotton jersey.
261526007,261526,ELLA 5-p shaftless,302,Socks,Socks & Tights,1010013,Other pattern,10,White,3,Light,9,White,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit trainer socks with decorative elastication at the top.
261526010,261526,ELLA 5-p shaftless,302,Socks,Socks & Tights,1010016,Solid,51,Light Pink,3,Light,4,Pink,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit trainer socks with decorative elastication at the top.
261606001,261606,THALES tanktop,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8394,Men Sport Bottoms,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,"Running vest top in fast-drying, breathable functional fabric with reflective details at the back."
261606016,261606,THALES tanktop,253,Vest top,Garment Upper body,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,8394,Men Sport Bottoms,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,"Running vest top in fast-drying, breathable functional fabric with reflective details at the back."
261606022,261606,THALES tanktop,253,Vest top,Garment Upper body,1010010,Melange,82,Turquoise,3,Light,7,Turquoise,8394,Men Sport Bottoms,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,"Running vest top in fast-drying, breathable functional fabric with reflective details at the back."
261840008,261840,ELLA 5-p shaftless,302,Socks,Socks & Tights,1010013,Other pattern,9,Black,4,Dark,5,Black,7931,Young Girl S&T,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit trainer socks with decorative elasticated lace at the top.
261840009,261840,ELLA 5-p shaftless,302,Socks,Socks & Tights,1010013,Other pattern,10,White,3,Light,9,White,7931,Young Girl S&T,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit trainer socks with decorative elasticated lace at the top.
262277009,262277,Kim superskinny low waist,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Trousers in washed, superstretch twill with fake front pockets, real back pockets and skinny legs. Low ribbed section at the waist."
262277011,262277,Kim superskinny low waist,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Trousers in washed, superstretch twill with fake front pockets, real back pockets and skinny legs. Low ribbed section at the waist."
262277026,262277,Kim superskinny low waist,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Trousers in washed, superstretch twill with fake front pockets, real back pockets and skinny legs. Low ribbed section at the waist."
262277029,262277,Kim superskinny low waist,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Trousers in washed, superstretch twill with fake front pockets, real back pockets and skinny legs. Low ribbed section at the waist."
264713001,264713,Al Car Shoe,89,Other shoe,Shoes,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3630,Shoes / Boots inactive from s5,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,"Loafers in imitation suede with moccasin seams, decorative laces, fabric linings and insoles and rubber soles."
264713028,264713,Al Car Shoe,89,Other shoe,Shoes,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3630,Shoes / Boots inactive from s5,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,"Loafers in imitation suede with moccasin seams, decorative laces, fabric linings and insoles and rubber soles."
264984001,264984,Billie,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted top in jersey with a wide neckline and short sleeves.
265069012,265069,PELLE Basic S/S jersey polo SB,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
265069014,265069,PELLE Basic S/S jersey polo SB,255,T-shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
265069020,265069,PELLE Basic S/S jersey polo SB,255,T-shirt,Garment Upper body,1010016,Solid,92,Green,5,Bright,19,Green,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
265069021,265069,PELLE Basic S/S jersey polo SB,255,T-shirt,Garment Upper body,1010016,Solid,32,Orange,7,Medium,3,Orange,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
265069024,265069,PELLE Basic S/S jersey polo SB,255,T-shirt,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
265069025,265069,PELLE Basic S/S jersey polo SB,255,T-shirt,Garment Upper body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
265069026,265069,PELLE Basic S/S jersey polo SB,255,T-shirt,Garment Upper body,1010016,Solid,81,Light Turquoise,3,Light,7,Turquoise,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Polo shirt in organic cotton jersey with a ribbed collar and button placket.
265071012,265071,KRISTOFF Basic jersey polo BB,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
265071013,265071,KRISTOFF Basic jersey polo BB,255,T-shirt,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
265071020,265071,KRISTOFF Basic jersey polo BB,255,T-shirt,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
265071021,265071,KRISTOFF Basic jersey polo BB,255,T-shirt,Garment Upper body,1010016,Solid,32,Orange,7,Medium,3,Orange,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
265071022,265071,KRISTOFF Basic jersey polo BB,255,T-shirt,Garment Upper body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
265071025,265071,KRISTOFF Basic jersey polo BB,255,T-shirt,Garment Upper body,1010016,Solid,92,Green,5,Bright,19,Green,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
265071027,265071,KRISTOFF Basic jersey polo BB,255,T-shirt,Garment Upper body,1010016,Solid,71,Light Blue,3,Light,2,Blue,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
265071028,265071,KRISTOFF Basic jersey polo BB,255,T-shirt,Garment Upper body,1010016,Solid,91,Light Green,3,Light,19,Green,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
265071030,265071,KRISTOFF Basic jersey polo BB,255,T-shirt,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
265071034,265071,KRISTOFF Basic jersey polo BB,255,T-shirt,Garment Upper body,1010016,Solid,81,Light Turquoise,3,Light,7,Turquoise,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Short-sleeved polo shirt in organic cotton jersey with a ribbed collar and button placket.
265630004,265630,Invisible 3p minishaftless,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Shaftless socks in thin cotton jersey with a silicone trim around the heel.
265630006,265630,Invisible 3p minishaftless,302,Socks,Socks & Tights,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Shaftless socks in thin cotton jersey with a silicone trim around the heel.
266168001,266168,Shaper Shorts (1),304,Underwear Tights,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Shorts in soft functional fabric that effectively regulates body heat to help you maintain a comfortable temperature. The shorts have a sculpting effect on the tummy, hips and thighs. 80 denier."
266168003,266168,Shaper Shorts (1),304,Underwear Tights,Socks & Tights,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Shorts in soft functional fabric that effectively regulates body heat to help you maintain a comfortable temperature. The shorts have a sculpting effect on the tummy, hips and thighs. 80 denier."
266873001,266873,Micro 2p minishaftless,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Shaftless socks in thin cotton jersey with elastication at the top to hold them in place.
266873006,266873,Micro 2p minishaftless,302,Socks,Socks & Tights,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Shaftless socks in thin cotton jersey with elastication at the top to hold them in place.
266873009,266873,Micro 2p minishaftless,302,Socks,Socks & Tights,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Shaftless socks in thin cotton jersey with elastication at the top to hold them in place.
266875001,266875,Sportsneaker 3p socks,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
266875006,266875,Sportsneaker 3p socks,302,Socks,Socks & Tights,1010016,Solid,10,White,3,Light,9,White,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
266875012,266875,Sportsneaker 3p socks,302,Socks,Socks & Tights,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
266875014,266875,Sportsneaker 3p socks,302,Socks,Socks & Tights,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
266875015,266875,Sportsneaker 3p socks,302,Socks,Socks & Tights,1010016,Solid,62,Purple,3,Light,6,Lilac Purple,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
266875019,266875,Sportsneaker 3p socks,302,Socks,Socks & Tights,1010016,Solid,62,Purple,1,Dusty Light,6,Lilac Purple,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
266875022,266875,Sportsneaker 3p socks,302,Socks,Socks & Tights,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
266875024,266875,Sportsneaker 3p socks,302,Socks,Socks & Tights,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,"Lightweight, unlined liner socks in fast-drying functional fabric with reinforcement at the toes and heels."
268305001,268305,Kattis cat sunglasses,81,Sunglasses,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Sunglasses with plastic frames and tinted lenses. UV-protective.
268305006,268305,Flirty Kattis Cat (1),81,Sunglasses,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Sunglasses with plastic frames and tinted lenses. UV-protective.
268305007,268305,Kattis cat sunglasses,81,Sunglasses,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Sunglasses with plastic frames and tinted lenses. UV-protective.
268305008,268305,Kattis cat sunglasses,81,Sunglasses,Accessories,1010019,Transparent,19,Greenish Khaki,4,Dark,20,Khaki green,8888,Sunglasses,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Sunglasses with plastic frames and tinted lenses. UV-protective.
268450034,268450,LIAM 2-pack tanktop SB,253,Vest top,Garment Upper body,1010012,Mixed solid/pattern,32,Orange,7,Medium,3,Orange,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Tops in soft organic cotton jersey.
268450035,268450,LIAM 2-pack tanktop SB,253,Vest top,Garment Upper body,1010012,Mixed solid/pattern,73,Dark Blue,4,Dark,2,Blue,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Tops in soft organic cotton jersey.
268450036,268450,LIAM 2-pack tanktop SB,253,Vest top,Garment Upper body,1010012,Mixed solid/pattern,72,Blue,7,Medium,2,Blue,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Tops in soft organic cotton jersey.
269342021,269342,Tina NT s/s,254,Top,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,2035,Nursing,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Short-sleeved top in soft jersey with a unique nursing feature. The design includes a double layer to help retain warmth while allowing easier nursing access.
269342023,269342,Tina NT s/s,254,Top,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,2035,Nursing,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Short-sleeved top in soft jersey with a unique nursing feature. The design includes a double layer to help retain warmth while allowing easier nursing access.
269342025,269342,Tina NT s/s,254,Top,Garment Upper body,1010007,Embroidery,7,Grey,1,Dusty Light,12,Grey,2035,Nursing,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Short-sleeved top in soft jersey with a unique nursing feature. The design includes a double layer to help retain warmth while allowing easier nursing access.
